0	633
1	652
2	1986
4	2175
5	1629
5	1659
6	373
6	1416
7	208
8	1996
12	1318
12	2661
12	2662
13	1810
14	2077
14	2668
15	1271
16	1632
16	2642
17	24
17	927
17	1315
17	1316
18	1560
18	1786
18	2082
18	2145
19	1939
20	2375
21	1043
22	39
22	2238
24	598
25	1301
25	1344
26	122
26	2454
27	2578
28	1687
29	963
29	2645
30	738
30	2162
30	2343
31	1594
32	279
32	518
32	1850
33	911
33	1051
33	2119
33	2121
35	1296
36	2094
36	2106
37	60
37	1190
38	429
38	863
39	22
39	1349
39	1532
40	507
41	644
41	1914
42	87
42	1372
43	152
43	963
43	1530
43	2399
43	2400
44	2624
45	1219
45	1986
46	2366
47	163
48	714
48	1031
48	1662
48	1666
48	2041
48	2205
48	2206
51	457
51	710
52	1139
52	1467
52	2053
52	2172
52	2182
53	1103
53	1358
54	401
55	60
55	651
55	771
55	787
55	1079
55	2021
56	447
56	1616
59	105
59	615
59	1067
59	1287
59	1358
59	2651
60	1527
61	2312
63	1322
64	1209
65	543
65	619
65	2021
67	282
67	540
67	2628
68	391
68	1358
69	604
69	1351
69	2189
70	441
70	2184
71	206
71	1986
71	2691
73	449
73	558
73	797
73	1035
73	1214
73	1358
73	1723
74	544
74	2052
74	2155
75	84
75	583
75	2223
76	88
76	2018
76	2178
77	659
78	1219
79	603
79	2097
80	257
80	1117
81	347
81	2180
83	1520
84	2224
85	2487
86	1336
86	2295
87	2164
88	76
88	130
88	162
88	815
88	851
88	1288
88	1309
88	1394
88	1741
88	1882
88	1908
88	2011
88	2014
88	2017
89	884
89	1087
89	1653
90	156
90	817
90	1358
91	1046
91	2001
91	2122
91	2123
91	2380
92	898
94	195
94	675
94	2490
95	334
95	693
95	861
95	1602
95	1838
95	2054
95	2074
95	2181
95	2182
95	2197
95	2200
95	2201
96	2217
98	1521
99	26
99	122
99	123
99	2455
99	2604
100	1602
101	281
102	109
102	1251
102	1871
102	2256
103	139
103	1790
104	1065
104	2210
105	1721
105	2651
106	2461
108	2157
108	2209
109	133
109	153
109	236
109	306
109	519
109	1337
109	1624
109	1769
109	1772
109	1779
109	1787
109	1805
109	2045
109	2092
109	2093
109	2095
110	567
110	1161
110	1262
110	1599
111	758
111	1169
111	2492
111	2643
112	487
112	1623
114	2288
114	2506
116	1076
117	2537
118	554
118	581
118	1029
118	1616
118	1690
118	2010
118	2112
119	379
120	514
120	816
120	1842
121	589
121	980
121	1910
121	2251
122	99
122	2454
122	2455
123	2604
124	109
124	1367
125	458
125	2363
126	1551
126	1623
126	2045
126	2079
128	233
128	370
128	392
129	441
129	701
130	88
130	2017
131	834
131	2169
132	379
132	904
132	1022
133	109
133	399
133	452
133	1623
133	1670
133	1777
135	2095
136	831
137	2144
137	2329
137	2504
138	236
138	1776
139	18
139	103
139	910
139	1623
140	582
141	740
141	2034
142	1628
142	2181
143	598
144	145
144	1593
144	2192
145	213
145	2622
146	1468
146	1907
146	2059
147	1519
147	1976
148	602
149	1080
149	1655
150	310
151	2238
152	884
153	236
153	459
153	2045
154	326
154	819
154	1238
154	1568
154	2525
155	1358
156	1689
157	1870
157	2493
158	14
158	180
158	2034
159	180
159	2308
160	277
160	743
160	2009
161	842
162	323
162	1174
162	1667
164	211
165	598
165	2707
166	271
166	2617
167	2437
168	167
168	2438
169	1994
170	1067
171	775
171	790
172	240
172	756
172	2187
174	2334
175	41
175	1914
175	2217
175	2388
176	109
176	231
177	1639
177	2679
179	231
179	1986
180	775
180	790
180	1807
180	2004
180	2037
181	1013
181	1464
182	997
183	1837
185	297
186	1672
186	2702
187	1208
189	1072
189	1509
190	491
190	2135
191	1998
191	2385
193	458
194	473
194	1050
196	442
196	2122
198	1255
199	420
199	1869
201	598
201	1986
202	1250
203	963
204	415
205	1701
206	71
207	833
210	164
210	1614
210	1626
210	1671
210	1907
211	356
212	1290
213	2192
217	243
217	2474
218	482
218	792
218	1020
218	2076
218	2091
218	2594
219	507
219	1542
220	817
220	913
221	817
223	744
224	1810
226	1701
227	883
228	848
228	1358
228	1721
229	1053
229	1405
230	549
230	577
230	1095
230	1217
231	176
231	232
231	551
232	869
232	1864
233	128
234	2591
235	1701
236	138
236	153
236	306
236	1572
236	2045
236	2046
236	2078
236	2079
239	65
239	887
239	910
239	1069
239	1376
239	1759
239	1909
239	2021
240	512
241	1441
242	1131
242	2280
243	2474
243	2647
244	565
244	1610
245	782
245	1162
246	936
246	1358
246	1687
246	2515
248	1531
249	1884
249	1978
250	2429
251	253
251	812
251	1300
251	1413
252	1973
252	2485
253	1413
254	507
254	1211
255	118
255	1266
255	1343
256	756
257	964
257	1388
257	2180
258	963
258	1094
259	117
259	2537
261	1479
261	1701
262	1351
263	732
263	1103
264	472
264	1826
264	1902
265	1441
266	2227
266	2229
267	670
267	2000
268	1740
268	2451
269	2543
269	2551
270	1215
271	1970
271	2387
272	2012
274	749
275	1967
276	1463
277	160
277	553
277	696
277	973
278	1185
279	32
279	242
279	270
279	2280
279	2344
280	2155
281	101
281	1000
281	1382
281	2247
283	1559
283	2250
284	583
284	2224
285	502
286	33
286	442
287	2705
289	109
290	567
290	687
290	1765
292	2562
294	306
294	2047
296	732
296	2685
297	185
297	201
297	899
297	1542
298	607
299	1484
301	1169
302	350
302	1158
302	1253
303	719
303	1670
305	1416
305	1927
306	103
306	112
306	124
306	138
306	153
306	236
306	294
306	302
306	329
306	426
306	452
306	476
306	519
306	542
306	581
306	655
306	656
306	887
306	910
306	973
306	1009
306	1158
306	1193
306	1346
306	1490
306	1572
306	1584
306	1651
306	1705
306	1771
306	1775
306	1782
306	1798
306	1802
306	1805
306	1856
306	2048
306	2078
306	2080
306	2084
306	2088
307	991
308	306
308	350
308	1253
308	1670
308	2045
309	2268
310	352
310	875
310	1272
310	1815
310	1947
310	1948
310	1949
310	1950
311	343
311	1132
311	1865
312	1610
312	1722
312	1740
313	2296
315	423
315	1602
315	2232
316	845
316	920
316	1073
316	1821
316	1868
316	2004
318	109
318	1701
320	348
320	1597
321	1083
321	1450
323	2020
324	827
324	2156
325	787
326	1754
327	928
327	1325
327	1996
327	2063
328	290
328	951
329	1798
329	2598
330	1505
330	2123
331	1527
332	665
332	2003
332	2122
332	2615
333	1358
334	95
334	693
334	1013
335	1701
335	1986
336	1944
337	1214
337	1499
338	1413
338	1934
340	584
340	2463
341	1546
341	2045
342	1072
343	311
344	389
344	441
344	854
344	2323
346	999
346	1358
347	81
347	408
347	423
347	525
348	320
348	1643
348	2248
348	2250
349	2427
350	302
350	656
350	1623
350	1782
352	1294
353	202
354	1803
354	2453
356	211
356	1259
357	657
357	2652
358	2642
362	1966
364	154
364	263
364	732
364	970
364	1306
364	1358
364	1606
366	745
366	1583
367	2451
368	428
368	996
368	1366
368	1545
368	2249
368	2393
370	1415
371	720
371	1415
371	2375
372	1710
372	2377
373	1042
374	846
374	1101
374	2146
374	2147
375	2401
375	2434
375	2435
376	672
376	1583
377	2291
378	148
379	119
379	132
379	904
379	1959
380	477
380	930
380	2569
381	2518
381	2538
382	191
383	733
384	1624
387	2191
388	118
388	2497
389	344
389	359
389	1077
389	1743
389	2450
391	2365
392	720
392	1415
392	1825
392	2269
393	739
394	577
394	849
395	640
395	1147
397	665
397	1096
398	730
399	544
399	1089
399	1769
399	2107
400	1354
401	54
401	1096
402	507
402	1413
402	1542
402	1932
402	1936
403	464
403	1742
404	1476
405	1275
406	505
407	409
407	1682
408	1841
408	2056
409	407
409	1624
409	1681
410	676
410	1179
411	1488
411	2609
412	56
413	374
414	711
415	300
415	525
415	737
415	818
415	851
415	1174
415	1847
415	1908
415	2014
415	2178
415	2182
416	1701
417	1871
417	2494
418	269
420	199
420	1869
421	2213
421	2216
423	347
423	525
423	527
424	436
424	1203
426	306
426	487
426	1772
426	1782
427	565
428	368
428	996
428	2248
428	2671
429	38
429	86
429	794
429	1669
429	1807
429	1889
429	2001
429	2043
432	1442
432	1597
434	1524
434	2133
435	733
435	1912
436	433
436	483
436	498
436	816
436	878
436	1332
437	498
437	718
437	1495
437	1985
438	1985
439	1642
440	441
440	1296
440	1913
441	70
441	193
441	454
441	2094
441	2184
442	196
442	627
442	2120
443	1264
443	1531
444	2289
444	2290
444	2464
445	1434
446	1507
447	2638
448	1824
448	1902
449	73
449	2581
450	2538
451	935
451	2285
453	2305
453	2306
454	441
454	581
454	973
454	1441
454	2188
454	2190
455	1664
455	2486
456	142
456	667
456	1580
456	2347
457	51
457	2215
457	2216
458	1122
458	1276
459	109
459	153
460	1986
460	2532
462	1048
463	1702
463	1703
464	403
464	1758
465	349
465	896
465	1403
466	970
466	1358
466	1738
467	1172
467	1708
468	647
469	620
469	2412
470	652
470	857
470	1115
472	559
472	1182
472	1183
472	2029
473	194
476	10
476	306
476	1800
477	2569
478	514
478	2024
479	1880
480	687
480	1426
480	1710
481	823
481	1810
481	2291
482	1807
482	1810
482	1812
482	2307
482	2308
484	103
484	542
486	435
486	2077
486	2667
486	2668
487	112
487	306
487	426
487	859
487	1798
487	2026
487	2080
488	444
489	1358
490	826
490	1131
490	1309
490	1463
490	1879
490	1981
490	2099
492	688
492	1257
492	2673
492	2678
493	1244
493	1759
495	1327
496	992
498	356
498	436
498	437
500	2241
501	1358
501	1765
502	279
502	285
503	576
503	2001
504	2396
505	406
505	573
505	843
505	1251
505	1560
505	1779
505	2083
506	1914
506	1918
507	40
507	251
507	254
507	402
507	812
507	1211
507	1300
507	1413
507	1936
507	1940
507	1941
507	2508
509	2148
510	1013
510	1131
510	1171
511	1810
512	172
512	240
512	1472
513	565
513	657
513	1528
515	623
515	2465
516	2104
517	952
518	666
519	836
519	1574
521	598
523	2406
524	1358
524	2476
525	142
525	347
525	415
525	456
525	1540
525	2054
525	2172
525	2181
525	2182
525	2183
526	565
526	1007
526	1216
527	423
529	1419
529	2260
530	1013
530	1505
531	606
532	1701
533	1742
534	227
534	629
534	933
535	2392
536	567
536	1894
537	1593
537	1698
538	1286
540	747
540	1441
541	904
541	1022
541	1360
541	1896
542	306
542	1245
543	65
543	984
544	456
544	1580
544	2052
546	1608
547	598
547	1701
548	1523
548	1937
548	2138
550	93
551	231
553	160
553	366
553	745
553	1127
554	118
554	306
555	1463
556	1623
558	73
558	1706
559	1182
561	1016
562	704
562	1483
563	318
563	1337
564	2476
565	244
565	427
565	1038
565	1398
565	1528
565	1610
565	1723
566	1907
566	1986
567	631
567	1262
567	1513
568	1223
568	1810
570	201
570	2430
571	696
571	1570
572	1416
572	2025
573	306
573	1313
573	2407
574	1692
574	2001
575	2283
576	574
576	665
577	870
577	1063
577	1129
577	2351
577	2352
577	2353
577	2354
578	1105
578	1879
578	1974
579	1808
580	59
580	744
580	1758
581	454
581	1792
582	2549
583	284
585	2526
586	94
587	1032
588	33
588	442
589	121
589	980
590	1441
591	642
591	1017
591	1423
594	2195
595	1016
596	175
596	644
598	48
598	143
598	157
598	165
598	201
598	297
598	480
598	521
598	547
598	637
598	845
598	968
598	1297
598	1301
598	1473
598	1573
598	1636
598	1821
598	1875
598	2138
599	1093
599	1271
602	148
603	79
606	531
606	1666
606	2230
608	103
608	191
609	59
609	883
609	2446
610	109
610	2287
610	2481
613	341
615	2443
616	1739
616	2365
616	2503
617	705
617	2034
618	288
619	239
621	1332
622	886
622	1952
623	444
623	515
623	2289
626	2556
626	2558
627	2122
627	2335
629	174
629	534
629	883
630	973
632	1430
633	0
634	2227
637	1641
638	893
638	924
638	2387
640	894
640	2420
641	2704
642	591
643	573
643	1538
644	41
644	596
644	728
644	1258
645	891
645	950
645	1267
645	1495
645	1826
645	1899
645	1900
647	904
647	1267
647	1360
650	1557
650	1756
650	2083
651	885
651	1667
651	1984
651	2024
652	470
653	1231
654	1
656	306
657	867
657	871
657	1729
657	1740
657	2440
658	2147
659	77
659	354
660	1623
661	97
661	344
661	1045
661	1881
661	1883
663	2195
665	332
665	2120
666	279
666	1850
666	1973
669	729
671	441
672	2456
673	1986
674	1907
675	94
676	1955
