0	628
1	486
1	2919
1	2933
2	3285
3	3219
4	467
5	648
6	1501
7	2137
8	178
10	1670
10	2622
12	113
12	677
12	839
12	966
12	1097
12	1357
12	2474
13	1894
13	2711
14	146
15	2521
16	1422
16	1708
16	2166
16	2415
16	2416
16	2417
16	2418
16	2597
17	879
17	2150
18	582
18	778
19	1338
19	1451
19	3308
21	1073
22	3251
24	1227
24	2027
25	2057
25	2331
27	755
27	1290
27	1422
27	1943
27	2021
27	2023
28	28
28	135
28	1678
28	1912
28	2312
28	2315
29	1422
29	2838
30	532
31	136
31	1625
32	118
32	3009
33	824
33	1822
33	3193
33	3197
33	3326
34	75
35	89
36	763
38	2228
39	1412
39	2466
40	631
41	1059
42	2655
43	1096
43	1429
43	1625
44	1227
45	939
47	820
47	1098
47	3130
47	3131
48	2185
49	1510
49	2455
49	2994
50	2528
50	2529
51	453
51	493
51	1034
51	1422
51	2525
51	2828
54	1903
54	2378
55	2119
56	2609
57	487
57	2570
58	740
58	742
58	1416
58	2009
59	931
59	962
59	968
59	1290
59	2826
60	793
60	916
60	2992
61	1734
61	2063
61	2113
62	1620
63	1053
64	1431
65	1944
66	1062
66	2342
66	3144
69	1178
69	2370
70	808
70	2245
71	660
72	1896
73	1779
74	2365
75	1697
75	1879
76	1132
76	1861
76	2644
78	1687
79	298
79	2089
80	2316
80	3029
81	1527
81	2414
81	2976
83	540
83	584
83	649
83	654
83	923
83	1225
83	1383
83	1842
83	1932
83	2673
83	3018
83	3299
84	582
85	2893
86	1488
86	1857
87	1710
88	3156
89	35
90	3277
91	1992
92	582
93	2939
95	110
95	822
95	2636
95	3274
97	1201
97	2572
98	386
98	936
98	1078
98	1406
98	2297
98	2510
99	157
99	2571
100	100
100	2158
101	825
101	1325
101	1340
101	1434
101	2855
102	1016
102	2198
106	155
106	2189
106	2643
109	1454
109	1819
109	2658
109	2659
110	95
110	472
110	541
110	1551
111	251
113	150
113	1875
114	553
114	1419
114	1538
114	1686
114	2677
115	880
115	2122
118	32
118	3133
119	96
119	1829
120	1650
122	827
122	2421
123	1992
124	124
125	831
127	143
130	582
130	1004
131	2622
131	3324
132	96
132	119
132	779
132	1322
132	1329
132	3134
134	874
135	28
135	1566
136	43
136	1702
136	1940
136	2315
137	755
137	1422
137	2782
138	680
138	1131
138	1736
138	1853
138	2487
138	2488
139	958
140	1713
141	1036
142	1200
142	1455
142	2059
143	127
144	2110
145	3121
146	14
146	1248
147	1350
147	1439
147	2264
147	2625
148	1770
148	2068
148	2228
149	364
150	677
150	1357
150	2474
151	930
151	2217
151	2299
152	1429
152	1666
152	2546
153	744
153	755
153	2925
154	1112
154	1625
154	1668
155	922
155	2776
156	1334
156	1677
156	3084
157	2507
159	465
160	934
160	2133
160	2716
161	2735
161	3070
162	1070
163	3182
165	944
165	1994
165	2804
166	667
167	1904
167	2909
168	3193
169	247
169	929
170	881
170	2803
172	1557
172	2320
173	519
176	2750
177	1971
177	2442
177	2687
178	8
179	1298
179	1860
180	351
180	661
180	2638
181	1262
181	1422
182	2262
184	1825
186	55
186	2507
186	2883
187	199
189	1802
192	192
193	572
194	397
194	1620
194	2900
194	3051
194	3052
195	1407
197	755
198	1453
200	2842
200	2843
202	1594
204	126
204	1434
205	212
205	783
205	854
205	2296
205	3134
205	3265
206	772
208	218
208	404
208	438
208	997
208	1534
208	1718
208	2433
208	2703
208	2706
208	2966
210	3183
211	1444
212	205
212	783
212	2835
212	3076
213	528
213	3073
214	2485
214	2773
214	2928
215	582
216	695
216	1655
216	2615
217	1603
